end	Gene	start	(bp)	Strand	Gene
ENSG00000199471	202914880	202914980	1	-1	misc_RNA
ENSG00000243313	37832922	37833185	6	-1	misc_RNA
ENSG00000223273	76315751	76316048	12	1	misc_RNA
ENSG00000199201	73192223	73192325	10	-1	misc_RNA
ENSG00000223128	21424758	21425041	20	-1	misc_RNA
ENSG00000239908	100102559	100102839	9	1	misc_RNA
ENSG00000265882	195553792	195554043	3	1	misc_RNA
ENSG00000223060	56105416	56105510	19	1	misc_RNA
ENSG00000206808	33171381	33171490	11	-1	misc_RNA
ENSG00000200344	7982881	7982983	1	-1	misc_RNA
ENSG00000199223	6572956	6573057	19	-1	misc_RNA
ENSG00000273710	28915579	28915864	8	-1	misc_RNA
ENSG00000265892	139185441	139185746	4	1	misc_RNA
ENSG00000273942	97492462	97492597	12	1	misc_RNA
ENSG00000238797	39441665	39441764	4	1	misc_RNA
ENSG00000243671	68693804	68694081	13	-1	misc_RNA
ENSG00000263537	110625645	110625917	12	-1	misc_RNA
ENSG00000201756	76404140	76404252	11	-1	misc_RNA
ENSG00000274472	154705626	154705727	5	1	misc_RNA
ENSG00000200860	66177527	66177635	14	-1	misc_RNA
ENSG00000277828	99357827	99357957	9	1	misc_RNA
ENSG00000274906	148436777	148437045	CHR_HSCHR7_3_CTG6	1	misc_RNA
ENSG00000207458	40226827	40226932	13	1	misc_RNA
ENSG00000252374	14010669	14010763	7	-1	misc_RNA
ENSG00000244107	54420468	54420725	8	1	misc_RNA
ENSG00000222524	55737285	55737600	19	1	misc_RNA
ENSG00000202508	13511206	13511313	10	-1	misc_RNA
ENSG00000276965	30972857	30973093	22	1	misc_RNA
ENSG00000252886	119631090	119631386	12	-1	misc_RNA
ENSG00000201564	9680924	9681238	11	1	misc_RNA
ENSG00000278109	43607436	43607723	17	-1	misc_RNA
ENSG00000252202	179847035	179847130	5	-1	misc_RNA
ENSG00000207426	96701507	96701619	X	-1	misc_RNA
ENSG00000243439	1507322	1507598	6	1	misc_RNA
ENSG00000206784	37322259	37322371	9	1	misc_RNA
ENSG00000207370	193624189	193624301	3	1	misc_RNA
ENSG00000277127	75057877	75058188	7	1	misc_RNA
ENSG00000274216	37216617	37216898	15	1	misc_RNA
ENSG00000243700	58179771	58180064	14	1	misc_RNA
ENSG00000242894	104013642	104013933	14	1	misc_RNA
ENSG00000222179	45989653	45989945	18	-1	misc_RNA
ENSG00000242430	14601823	14602094	16	-1	misc_RNA
ENSG00000199705	123857062	123857163	X	-1	misc_RNA
ENSG00000274342	27994474	27994654	22	1	misc_RNA
ENSG00000240457	102077180	102077472	14	-1	misc_RNA
ENSG00000207425	14915457	14915556	16	-1	misc_RNA
ENSG00000277468	95670441	95670577	14	1	misc_RNA
ENSG00000240322	143298516	143298814	7	1	misc_RNA
ENSG00000200047	100839630	100839946	11	1	misc_RNA
ENSG00000252266	5426885	5426984	4	-1	misc_RNA
ENSG00000278482	117191647	117191761	7	1	misc_RNA
ENSG00000199890	111446798	111446908	1	1	misc_RNA
ENSG00000241347	161735808	161736102	1	1	misc_RNA
ENSG00000239808	104260531	104260826	5	-1	misc_RNA
ENSG00000241869	90855935	90856207	15	-1	misc_RNA
ENSG00000199487	41963868	41963969	5	-1	misc_RNA
ENSG00000252210	68223318	68223402	8	-1	misc_RNA
ENSG00000223039	151319635	151319950	6	1	misc_RNA
ENSG00000266720	18258554	18258851	20	-1	misc_RNA
ENSG00000241745	52150104	52150419	1	1	misc_RNA
ENSG00000273905	15298518	15298617	CHR_HSCHR16_1_CTG1	1	misc_RNA
ENSG00000201343	177120691	177120800	3	-1	misc_RNA
ENSG00000241333	37669464	37669739	22	-1	misc_RNA
ENSG00000223080	8943380	8943467	11	-1	misc_RNA
ENSG00000278072	116716460	116716624	3	1	misc_RNA
ENSG00000199218	53097652	53097984	20	1	misc_RNA
ENSG00000199940	71685452	71685747	7	-1	misc_RNA
ENSG00000275661	52895	53010	KI270721.1	1	misc_RNA
ENSG00000275558	143542110	143542398	8	1	misc_RNA
ENSG00000243049	2557753	2558094	17	-1	misc_RNA
ENSG00000222395	32263135	32263234	18	-1	misc_RNA
ENSG00000276202	77014880	77015138	17	1	misc_RNA
ENSG00000275414	170690564	170690742	2	1	misc_RNA
ENSG00000263833	31478704	31478805	CHR_HSCHR6_MHC_DBB_CTG1	-1	misc_RNA
ENSG00000222386	103484208	103484539	7	-1	misc_RNA
ENSG00000277966	27186892	27187124	7	1	misc_RNA
ENSG00000278320	36285684	36285785	CHR_HSCHR17_7_CTG4	1	misc_RNA
ENSG00000277774	39886861	39887144	9	-1	misc_RNA
ENSG00000274169	36110150	36110447	CHR_HSCHR17_10_CTG4	1	misc_RNA
ENSG00000200379	56072104	56072407	3	1	misc_RNA
ENSG00000239731	31992087	31992381	10	-1	misc_RNA
ENSG00000201496	5458581	5458881	4	-1	misc_RNA
ENSG00000199224	115833273	115833373	7	-1	misc_RNA
ENSG00000252615	151378000	151378099	6	-1	misc_RNA
ENSG00000206905	180519016	180519119	1	-1	misc_RNA
ENSG00000244384	232649849	232650136	2	1	misc_RNA
ENSG00000200605	50221888	50221996	15	1	misc_RNA
ENSG00000251697	34478622	34478905	9	1	misc_RNA
ENSG00000207283	5086178	5086279	3	-1	misc_RNA
ENSG00000262469	153743483	153743584	CHR_HSCHR1_1_CTG31	-1	misc_RNA
ENSG00000274071	30048011	30048086	CHR_HSCHR6_MHC_COX_CTG1	1	misc_RNA
ENSG00000275646	136133696	136133826	5	1	misc_RNA
ENSG00000278587	30519161	30519318	14	1	misc_RNA
ENSG00000277313	120228046	120228295	1	-1	misc_RNA
ENSG00000201358	50068568	50068873	14	1	misc_RNA
ENSG00000274075	27824207	27824382	12	-1	misc_RNA
ENSG00000239228	3058220	3058502	X	-1	misc_RNA
ENSG00000199472	73906316	73906427	14	-1	misc_RNA
ENSG00000242657	70222006	70222314	X	-1	misc_RNA
ENSG00000222503	103673158	103673265	10	1	misc_RNA
ENSG00000200982	248045788	248045889	1	1	misc_RNA
ENSG00000201535	118836010	118836111	11	1	misc_RNA
ENSG00000222220	94801514	94801812	7	1	misc_RNA
ENSG00000276675	28002484	28002595	22	1	misc_RNA
ENSG00000275070	129796491	129796783	X	-1	misc_RNA
ENSG00000239825	100906291	100906572	7	-1	misc_RNA
ENSG00000202182	63848261	63848362	14	-1	misc_RNA
ENSG00000201884	121846600	121846700	10	1	misc_RNA
ENSG00000242912	114423770	114424067	10	-1	misc_RNA
ENSG00000239504	88477828	88478114	1	-1	misc_RNA
ENSG00000222744	66292683	66292987	12	1	misc_RNA
ENSG00000243338	49198900	49199194	15	-1	misc_RNA
ENSG00000241162	110439996	110440303	6	-1	misc_RNA
ENSG00000275693	88992370	88992539	10	1	misc_RNA
ENSG00000253019	151576766	151576916	4	1	misc_RNA
ENSG00000258045	55731264	55731531	12	-1	misc_RNA
ENSG00000265675	49081332	49081630	19	1	misc_RNA
ENSG00000273961	27185433	27185530	7	1	misc_RNA
ENSG00000275991	1101777	1102043	CHR_HSCHR17_3_CTG2	-1	misc_RNA
ENSG00000263728	30740863	30741114	CHR_HSCHR6_MHC_COX_CTG1	1	misc_RNA
ENSG00000222774	127406028	127406332	11	-1	misc_RNA
ENSG00000200008	33722492	33722596	15	1	misc_RNA
ENSG00000201850	68089449	68089543	16	-1	misc_RNA
ENSG00000276351	52666	52734	KI270721.1	1	misc_RNA
ENSG00000207484	51884556	51884653	15	1	misc_RNA
ENSG00000239247	2316197	2316506	4	-1	misc_RNA
ENSG00000276153	38031608	38031709	CHR_HSCHR17_7_CTG4	-1	misc_RNA
ENSG00000199964	64834056	64834157	2	-1	misc_RNA
ENSG00000207210	173052452	173052555	5	-1	misc_RNA
ENSG00000274704	49913493	49913760	14	-1	misc_RNA
ENSG00000264887	31855113	31855201	CHR_HSCHR6_MHC_MCF_CTG1	-1	misc_RNA
ENSG00000241156	116582552	116582830	3	-1	misc_RNA
ENSG00000276729	50019019	50019320	19	1	misc_RNA
ENSG00000243051	169957942	169958246	1	-1	misc_RNA
ENSG00000263479	96914699	96914995	6	-1	misc_RNA
ENSG00000264128	58565631	58565932	1	-1	misc_RNA
ENSG00000201583	105096756	105097061	9	1	misc_RNA
ENSG00000223117	190642163	190642503	3	1	misc_RNA
ENSG00000274732	116921328	116921479	3	1	misc_RNA
ENSG00000277141	117243212	117243508	1	-1	misc_RNA
ENSG00000207164	28901236	28901347	14	-1	misc_RNA
ENSG00000266553	76967518	76967765	14	-1	misc_RNA
ENSG00000201581	6149623	6149940	10	1	misc_RNA
ENSG00000241625	62491178	62491468	2	1	misc_RNA
ENSG00000201860	191641135	191641237	3	1	misc_RNA
ENSG00000272536	72582803	72583086	10	1	misc_RNA
ENSG00000277900	97081674	97081956	X	1	misc_RNA
ENSG00000222257	45995119	45995423	4	1	misc_RNA
ENSG00000239356	65695552	65695837	11	1	misc_RNA
ENSG00000277085	30056241	30056344	CHR_HSCHR6_MHC_MANN_CTG1	1	misc_RNA
ENSG00000241665	69769487	69769773	3	-1	misc_RNA
ENSG00000266716	31654037	31654150	CHR_HSCHR6_MHC_SSTO_CTG1	1	misc_RNA
ENSG00000278771	49853616	49853914	14	-1	misc_RNA
ENSG00000264391	76836900	76837195	5	-1	misc_RNA
ENSG00000243704	1604374	1604672	17	-1	misc_RNA
ENSG00000240233	77547566	77547846	14	-1	misc_RNA
ENSG00000264809	178484408	178484682	1	1	misc_RNA
ENSG00000275992	75292706	75292928	15	1	misc_RNA
ENSG00000275971	97530656	97530858	12	1	misc_RNA
ENSG00000244328	152757662	152757951	7	1	misc_RNA
ENSG00000243951	80776666	80776962	8	-1	misc_RNA
ENSG00000199291	31258608	31258709	14	-1	misc_RNA
ENSG00000242989	15112968	15113221	6	1	misc_RNA
ENSG00000251776	83200940	83201228	9	-1	misc_RNA
ENSG00000264778	31769573	31769661	CHR_HSCHR6_MHC_SSTO_CTG1	-1	misc_RNA
ENSG00000241963	154349428	154349725	5	1	misc_RNA
ENSG00000239202	231645998	231646273	2	-1	misc_RNA
ENSG00000255156	20475203	20475311	22	-1	misc_RNA
ENSG00000222174	586517	586850	18	-1	misc_RNA
ENSG00000277925	169764610	169765047	3	-1	misc_RNA
ENSG00000263490	18631646	18631908	19	-1	misc_RNA
ENSG00000206677	40492844	40492941	X	1	misc_RNA
ENSG00000263794	33715784	33716070	8	1	misc_RNA
ENSG00000278004	217283370	217283523	2	1	misc_RNA
ENSG00000277413	60677109	60677272	15	-1	misc_RNA
ENSG00000276530	32439086	32439206	11	1	misc_RNA
ENSG00000278404	26657521	26657655	22	1	misc_RNA
ENSG00000278410	21614978	21615435	20	1	misc_RNA
ENSG00000202522	72766004	72766116	11	1	misc_RNA
ENSG00000201913	100330777	100330877	7	-1	misc_RNA
ENSG00000202441	33199601	33199696	6	1	misc_RNA
ENSG00000239466	84687725	84688000	4	-1	misc_RNA
ENSG00000199540	144087	144197	5	-1	misc_RNA
ENSG00000200783	72663823	72664152	17	-1	misc_RNA
ENSG00000206813	41747312	41747413	22	1	misc_RNA
ENSG00000200616	179097731	179097840	3	1	misc_RNA
ENSG00000201573	50468397	50468498	14	-1	misc_RNA
ENSG00000251812	4186326	4186424	17	1	misc_RNA
ENSG00000199635	21160235	21160336	9	-1	misc_RNA
ENSG00000200508	64066640	64066741	1	-1	misc_RNA
ENSG00000206816	77691650	77691751	11	1	misc_RNA
ENSG00000276304	139233414	139233520	3	1	misc_RNA
ENSG00000266250	31395893	31395991	CHR_HSCHR6_MHC_SSTO_CTG1	-1	misc_RNA
ENSG00000199710	110764408	110764506	1	-1	misc_RNA
ENSG00000278781	36110539	36110836	CHR_HSCHR17_7_CTG4	1	misc_RNA
ENSG00000274852	67175775	67176035	9	-1	misc_RNA
ENSG00000200664	135810169	135810279	2	-1	misc_RNA
ENSG00000271765	136545192	136545492	6	1	misc_RNA
ENSG00000201680	31496689	31496790	6	-1	misc_RNA
ENSG00000252820	138175045	138175136	7	1	misc_RNA
ENSG00000253073	83685866	83686018	5	1	misc_RNA
ENSG00000277502	206160843	206161024	2	1	misc_RNA
ENSG00000207080	184315658	184315765	1	1	misc_RNA
ENSG00000265740	171359117	171359412	5	1	misc_RNA
ENSG00000200059	2131851	2131950	16	1	misc_RNA
ENSG00000264916	179900262	179900564	1	1	misc_RNA
ENSG00000277455	24449351	24449615	5	-1	misc_RNA
ENSG00000199911	24910594	24910695	5	1	misc_RNA
ENSG00000276034	30050976	30051079	CHR_HSCHR6_MHC_COX_CTG1	1	misc_RNA
ENSG00000201741	17460444	17460522	17	1	misc_RNA
ENSG00000202027	155120490	155120598	1	1	misc_RNA
ENSG00000252915	39344537	39344628	21	1	misc_RNA
ENSG00000202470	95275770	95275872	12	1	misc_RNA
ENSG00000206645	37093133	37093234	3	-1	misc_RNA
ENSG00000244632	62796124	62796419	3	-1	misc_RNA
ENSG00000264393	31845835	31845923	CHR_HSCHR6_MHC_APD_CTG1	-1	misc_RNA
ENSG00000206927	18397937	18398036	16	1	misc_RNA
ENSG00000199797	28303754	28303850	22	1	misc_RNA
ENSG00000241652	173141643	173141938	4	1	misc_RNA
ENSG00000252317	240341385	240341477	1	1	misc_RNA
ENSG00000241392	131720260	131720543	4	-1	misc_RNA
ENSG00000240927	101773238	101773513	15	-1	misc_RNA
ENSG00000251809	54770949	54771277	17	1	misc_RNA
ENSG00000199884	152284350	152284460	2	-1	misc_RNA
ENSG00000276193	133668420	133668701	8	-1	misc_RNA
ENSG00000241983	39369153	39369448	19	1	misc_RNA
ENSG00000200291	117914244	117914345	X	-1	misc_RNA
ENSG00000276568	6928345	6928629	19	1	misc_RNA
ENSG00000242998	96023360	96023652	X	1	misc_RNA
ENSG00000206805	48479097	48479198	17	1	misc_RNA
ENSG00000222649	119057880	119057974	6	1	misc_RNA
ENSG00000243426	78532813	78533055	17	-1	misc_RNA
ENSG00000265777	2199762	2200039	17	1	misc_RNA
ENSG00000199349	206747980	206748092	1	-1	misc_RNA
ENSG00000264495	29747442	29747543	CHR_HSCHR6_MHC_MANN_CTG1	1	misc_RNA
ENSG00000242699	29681027	29681323	2	-1	misc_RNA
ENSG00000201432	36337667	36337778	7	-1	misc_RNA
ENSG00000201885	77013583	77013684	7	1	misc_RNA
ENSG00000276670	44940045	44940245	2	1	misc_RNA
ENSG00000242719	42881236	42881517	8	1	misc_RNA
ENSG00000274199	63549489	63549608	1	-1	misc_RNA
ENSG00000272197	154718383	154718689	5	-1	misc_RNA
ENSG00000251986	41868998	41869095	3	-1	misc_RNA
ENSG00000202276	8877417	8877518	11	-1	misc_RNA
ENSG00000222704	39016047	39016344	18	-1	misc_RNA
ENSG00000206824	50386145	50386246	17	-1	misc_RNA
ENSG00000277968	142317830	142317920	5	1	misc_RNA
ENSG00000273612	50068107	50068164	13	1	misc_RNA
ENSG00000278708	27201844	27202219	7	1	misc_RNA
ENSG00000241939	43314951	43315255	3	1	misc_RNA
ENSG00000241188	26814822	26815112	1	1	misc_RNA
ENSG00000265509	31487449	31487550	CHR_HSCHR6_MHC_SSTO_CTG1	-1	misc_RNA
ENSG00000276932	93050	93150	GL000205.2	-1	misc_RNA
ENSG00000264484	154495815	154496113	X	-1	misc_RNA
ENSG00000199867	62330812	62330913	18	1	misc_RNA
ENSG00000275942	26672164	26672248	22	1	misc_RNA
ENSG00000201555	31778817	31778905	6	-1	misc_RNA
ENSG00000222685	47359505	47359777	2	-1	misc_RNA
ENSG00000244544	152264150	152264445	4	-1	misc_RNA
ENSG00000274171	46366710	46366990	CHR_HSCHR17_2_CTG5	1	misc_RNA
ENSG00000276396	139155153	139155444	4	1	misc_RNA
ENSG00000277483	48379834	48380132	3	1	misc_RNA
ENSG00000202254	99791662	99791753	1	1	misc_RNA
ENSG00000263608	30751038	30751289	6	1	misc_RNA
ENSG00000278151	88710147	88710265	4	1	misc_RNA
ENSG00000264251	44718861	44719130	17	-1	misc_RNA
ENSG00000206734	47557413	47557514	17	1	misc_RNA
ENSG00000244236	69516751	69517046	2	1	misc_RNA
ENSG00000253015	139333038	139333365	5	-1	misc_RNA
ENSG00000275958	52482801	52482991	20	-1	misc_RNA
ENSG00000199285	38987281	38987383	14	1	misc_RNA
ENSG00000202406	112288623	112288952	7	1	misc_RNA
ENSG00000252321	85820435	85820612	2	-1	misc_RNA
ENSG00000252524	157064557	157064663	4	1	misc_RNA
ENSG00000207258	38744020	38744131	8	1	misc_RNA
ENSG00000276470	11843812	11843984	1	1	misc_RNA
ENSG00000243173	162777730	162778014	1	1	misc_RNA
ENSG00000251714	182631454	182631688	4	-1	misc_RNA
ENSG00000206865	56753226	56753326	18	-1	misc_RNA
ENSG00000222102	151704289	151704578	5	-1	misc_RNA
ENSG00000275840	21396273	21396590	22	-1	misc_RNA
ENSG00000276544	47692399	47692727	10	-1	misc_RNA
ENSG00000200397	87218611	87218712	7	-1	misc_RNA
ENSG00000201160	25697076	25697188	2	-1	misc_RNA
ENSG00000201554	101458530	101458626	3	1	misc_RNA
ENSG00000222767	47313027	47313121	16	-1	misc_RNA
ENSG00000265411	46319679	46319959	17	1	misc_RNA
ENSG00000275227	25618132	25618312	3	-1	misc_RNA
ENSG00000242241	128970734	128971029	7	1	misc_RNA
ENSG00000237261	14530941	14531223	2	1	misc_RNA
ENSG00000275978	34659564	34659878	14	-1	misc_RNA
ENSG00000222934	86362132	86362474	3	1	misc_RNA
ENSG00000222099	47068021	47068323	8	-1	misc_RNA
ENSG00000253053	53816185	53816479	12	1	misc_RNA
ENSG00000263999	59214406	59214699	11	-1	misc_RNA
ENSG00000202417	132945342	132945454	5	1	misc_RNA
ENSG00000222601	120504571	120504659	12	-1	misc_RNA
ENSG00000199357	23456371	23456467	18	1	misc_RNA
ENSG00000252854	46249942	46250213	13	1	misc_RNA
ENSG00000252960	18651147	18651450	9	1	misc_RNA
ENSG00000207371	41917416	41917526	6	-1	misc_RNA
ENSG00000201990	6004283	6004385	7	-1	misc_RNA
ENSG00000240186	31059989	31060285	22	1	misc_RNA
ENSG00000243549	62650308	62650601	18	-1	misc_RNA
ENSG00000207193	16232231	16232330	6	-1	misc_RNA
ENSG00000275982	19649494	19649587	17	-1	misc_RNA
ENSG00000242889	57618108	57618393	17	1	misc_RNA
ENSG00000252802	26593940	26594041	1	-1	misc_RNA
ENSG00000243770	174240143	174240457	2	-1	misc_RNA
ENSG00000264847	31011157	31011248	CHR_HSCHR6_MHC_MCF_CTG1	-1	misc_RNA
ENSG00000274760	49279116	49279208	20	1	misc_RNA
ENSG00000206779	28422555	28422655	1	-1	misc_RNA
ENSG00000252812	40407122	40407440	13	-1	misc_RNA
ENSG00000252634	21785292	21785587	10	1	misc_RNA
ENSG00000252312	36231555	36231774	14	-1	misc_RNA
ENSG00000252341	10292041	10292148	5	-1	misc_RNA
ENSG00000243115	12764761	12765055	9	-1	misc_RNA
ENSG00000273908	32439716	32440009	11	1	misc_RNA
ENSG00000206711	166312935	166313034	4	-1	misc_RNA
ENSG00000201901	85100496	85100823	4	1	misc_RNA
ENSG00000274186	46648948	46649276	10	1	misc_RNA
ENSG00000222337	99284022	99284373	9	1	misc_RNA
ENSG00000278700	4658851	4659151	16	1	misc_RNA
ENSG00000199591	47931808	47931914	3	-1	misc_RNA
ENSG00000278592	27187819	27188021	7	1	misc_RNA
ENSG00000206959	53544615	53544725	20	1	misc_RNA
ENSG00000199677	132993099	132993200	5	-1	misc_RNA
ENSG00000243260	39761000	39761298	4	1	misc_RNA
ENSG00000201684	67362414	67362708	11	1	misc_RNA
ENSG00000251888	82192505	82192790	16	-1	misc_RNA
ENSG00000277948	175092401	175092587	2	-1	misc_RNA
ENSG00000242113	151372003	151372287	2	1	misc_RNA
ENSG00000200750	21724119	21724229	18	1	misc_RNA
ENSG00000273975	201097744	201098091	2	1	misc_RNA
ENSG00000244671	21722895	21723182	22	-1	misc_RNA
ENSG00000207382	62661621	62661725	17	-1	misc_RNA
ENSG00000239888	15408384	15408688	17	1	misc_RNA
ENSG00000252396	237120807	237121109	1	1	misc_RNA
ENSG00000241791	46448224	46448511	2	-1	misc_RNA
ENSG00000251864	36672838	36672944	6	1	misc_RNA
ENSG00000201217	152449272	152449384	3	1	misc_RNA
ENSG00000278020	27188816	27188994	7	1	misc_RNA
ENSG00000281092	26593243	26593546	CHR_HG2058_PATCH	-1	misc_RNA
ENSG00000280876	26593940	26594041	CHR_HG2058_PATCH	-1	misc_RNA
ENSG00000280669	233205199	233205479	CHR_HG2232_PATCH	1	misc_RNA
ENSG00000281623	233379843	233379955	CHR_HG2232_PATCH	-1	misc_RNA
ENSG00000281029	118994334	118994630	CHR_HG2217_PATCH	1	misc_RNA
ENSG00000283318	118994560	118994655	CHR_HG2217_PATCH	1	misc_RNA
ENSG00000283092	87832818	87833098	CHR_HG2334_PATCH	-1	misc_RNA
ENSG00000282585	66323951	66324248	CHR_HG2235_PATCH	1	misc_RNA
ENSG00000283595	50669804	50669901	CHR_HG1311_PATCH	1	misc_RNA
ENSG00000284069	179630732	179630991	CHR_HG30_PATCH	1	misc_RNA
ENSG00000284026	179846685	179847005	CHR_HG30_PATCH	1	misc_RNA
ENSG00000284437	179847888	179847983	CHR_HG30_PATCH	-1	misc_RNA
ENSG00000282654	30091657	30091893	CHR_HSCHR15_6_CTG8	1	misc_RNA
ENSG00000282328	30143737	30143973	CHR_HSCHR15_6_CTG8	1	misc_RNA
ENSG00000282729	30365063	30365167	CHR_HSCHR15_6_CTG8	1	misc_RNA
ENSG00000282275	31927931	31928167	CHR_HSCHR15_6_CTG8	-1	misc_RNA
ENSG00000282547	31977496	31977786	CHR_HSCHR15_6_CTG8	-1	misc_RNA
ENSG00000282629	32132796	32133086	CHR_HSCHR15_6_CTG8	1	misc_RNA
ENSG00000282829	23377718	23377810	CHR_HSCHR1_4_CTG3	1	misc_RNA
ENSG00000283135	205900630	205900958	CHR_HSCHR2_6_CTG7_2	1	misc_RNA
ENSG00000283129	206007880	206007974	CHR_HSCHR2_6_CTG7_2	-1	misc_RNA
ENSG00000283687	206025593	206025697	CHR_HSCHR2_6_CTG7_2	1	misc_RNA
ENSG00000283254	206160843	206161024	CHR_HSCHR2_6_CTG7_2	1	misc_RNA
ENSG00000283395	206221316	206221635	CHR_HSCHR2_6_CTG7_2	1	misc_RNA
ENSG00000281402	206264686	206264834	CHR_HSCHR2_6_CTG7_2	-1	misc_RNA
ENSG00000211459	648	1601	MT	1	Mt_rRNA
ENSG00000210082	1671	3229	MT	1	Mt_rRNA
ENSG00000210049	577	647	MT	1	Mt_tRNA
ENSG00000210077	1602	1670	MT	1	Mt_tRNA
ENSG00000209082	3230	3304	MT	1	Mt_tRNA
ENSG00000210100	4263	4331	MT	1	Mt_tRNA
ENSG00000210107	4329	4400	MT	-1	Mt_tRNA
ENSG00000210112	4402	4469	MT	1	Mt_tRNA
ENSG00000210117	5512	5579	MT	1	Mt_tRNA
ENSG00000210127	5587	5655	MT	-1	Mt_tRNA
ENSG00000210135	5657	5729	MT	-1	Mt_tRNA
ENSG00000210140	5761	5826	MT	-1	Mt_tRNA
ENSG00000210144	5826	5891	MT	-1	Mt_tRNA
ENSG00000210151	7446	7514	MT	-1	Mt_tRNA
ENSG00000210154	7518	7585	MT	1	Mt_tRNA
ENSG00000210156	8295	8364	MT	1	Mt_tRNA
ENSG00000210164	9991	10058	MT	1	Mt_tRNA
ENSG00000210174	10405	10469	MT	1	Mt_tRNA
ENSG00000210176	12138	12206	MT	1	Mt_tRNA
ENSG00000210184	12207	12265	MT	1	Mt_tRNA
ENSG00000210191	12266	12336	MT	1	Mt_tRNA
ENSG00000210194	14674	14742	MT	-1	Mt_tRNA
ENSG00000210195	15888	15953	MT	1	Mt_tRNA
ENSG00000210196	15956	16023	MT	-1	Mt_tRNA
ENSG00000222308	151875566	151875692	5	-1	rRNA
ENSG00000251770	47873191	47873273	20	1	rRNA
ENSG00000212238	129756266	129756377	7	1	rRNA
ENSG00000251756	51692752	51692861	14	1	rRNA
ENSG00000200601	73749517	73749623	1	-1	rRNA
ENSG00000251873	51886688	51886769	5	1	rRNA
ENSG00000201415	17721786	17721903	6	-1	rRNA
ENSG00000251705	10200155	10200306	Y	1	rRNA
ENSG00000222922	32102065	32102176	X	1	rRNA
ENSG00000201966	24004358	24004507	19	-1	rRNA
ENSG00000201325	137518134	137518255	3	-1	rRNA
ENSG00000199350	84039918	84040033	16	-1	rRNA
ENSG00000200225	20414987	20415098	14	1	rRNA
ENSG00000200468	9564390	9564497	16	-1	rRNA
ENSG00000201492	229549905	229550022	1	1	rRNA
ENSG00000222585	25715041	25715169	22	-1	rRNA
ENSG00000202331	149907560	149907675	4	1	rRNA
ENSG00000200914	6600944	6601051	17	-1	rRNA
ENSG00000252539	453134	453245	19	1	rRNA
ENSG00000253080	111339527	111339621	12	1	rRNA
ENSG00000202263	78094807	78094915	1	-1	rRNA
ENSG00000252261	32192028	32192153	8	-1	rRNA
ENSG00000199373	32176050	32176168	18	-1	rRNA
ENSG00000200613	109120878	109120986	11	-1	rRNA
ENSG00000252936	35755177	35755285	16	1	rRNA
ENSG00000201185	4427963	4428081	6	1	rRNA
ENSG00000200487	86052448	86052566	10	1	rRNA
ENSG00000212336	81622200	81622319	6	1	rRNA
ENSG00000276442	144265217	144265326	1	1	rRNA
ENSG00000252845	96956708	96956815	2	-1	rRNA
ENSG00000252848	44125752	44125873	7	-1	rRNA
ENSG00000252747	88051701	88051778	12	1	rRNA
ENSG00000223019	25813811	25813917	10	-1	rRNA
ENSG00000202334	114613787	114613906	7	-1	rRNA
ENSG00000212333	114220681	114220786	6	-1	rRNA
ENSG00000277411	15522195	15522300	6	-1	rRNA
ENSG00000252516	247204570	247204661	1	-1	rRNA
ENSG00000202430	24564630	24564738	2	-1	rRNA
ENSG00000201000	142411053	142411171	X	1	rRNA
ENSG00000199396	228619232	228619350	1	-1	rRNA
ENSG00000200343	228625909	228626027	1	-1	rRNA
ENSG00000277418	48316669	48316770	8	1	rRNA
ENSG00000252680	9844717	9844846	18	-1	rRNA
ENSG00000199354	90511128	90511240	8	1	rRNA
ENSG00000199556	45117771	45117888	12	1	rRNA
ENSG00000201925	228641568	228641686	1	-1	rRNA
ENSG00000201713	25025007	25025126	3	1	rRNA
ENSG00000223238	111411644	111411742	9	-1	rRNA
